termin	predlog	padezh	chastota	logDice
изменение	со	Ins	2	3.88
изменение	в	Acc	2	1.41
предмет	вокруг	Gen	2	4.84
предмет	относительно	Gen	2	4.32
предмет	с	Gen	2	2.49
высказывание	за	Acc	2	3.83
высказывание	до	Gen	2	3.7
название	вопреки	Dat	2	4.54
название	без	Gen	2	3.71
название	до	Gen	2	3.22
название	на	Acc	2	1.7
название	на	Loc	2	1.38
буква	𝑚	Gen	2	3.79
буква	до	Acc	2	3.79
буква	к	Loc	2	3.76
буква	около	Gen	2	3.7
буква	в	Ins	2	3.63
буква	внутри	Gen	2	3.62
буква	со	Gen	2	3.57
буква	на	Gen	2	3.17
буква	при	Loc	2	2.54
буква	в	Loc	2	-0.75
образ	𝜏	Ins	2	2.45
образ	к	Ins	2	2.44
образ	по	Ins	2	2.42
образ	против	Gen	2	2.41
образ	за	Ins	2	2.37
образ	над	Ins	2	2.19
поле	порядок	Gen	2	2.72
поле	ϕ	Gen	2	2.72
поле	над	Acc	2	2.72
поле	посредством	Gen	2	2.71
поле	на	Nom	2	2.69
поле	по	Gen	2	2.63
поле	за	Ins	2	2.63
поле	относительно	Gen	2	2.53
таблица	вроде	Gen	2	4.06
таблица	против	Gen	2	3.97
таблица	на	Gen	2	3.34
связь	+	Gen	2	4.15
связь	вне	Gen	2	4.07
связь	в	Ins	2	3.95
связь	про	Acc	2	3.88
связь	об	Loc	2	3.79
связь	с	Gen	2	2.28
слово	𝑥	Dat	2	2.31
слово	y	Gen	2	2.31
слово	в	Dat	2	2.3
слово	об	Loc	2	2.19
единица	минус	Dat	2	3.3
единица	𝑥	Gen	2	3.28
единица	на	Ins	2	3.28
единица	𝑘	Gen	2	3.26
единица	по	Ins	2	3.24
единица	за	Ins	2	3.16
единица	под	Ins	2	2.99
отображение	над	Nom	2	3.2
отображение	𝑔	Gen	2	3.2
отображение	в	Nom	2	3.15
отображение	над	Ins	2	2.79
внимание	на	Acc	2	1.8
внимание	на	Loc	2	1.45
список	c	Nom	2	4.31
список	из	Acc	2	4.29
список	при	Gen	2	4.11
список	вместо	Gen	2	4.07
список	под	Ins	2	3.75
список	у	Gen	2	3.53
список	при	Loc	2	2.73
список	с	Gen	2	2.32
часть	к	Loc	2	2.57
часть	в	Nom	2	2.55
часть	помимо	Gen	2	2.55
часть	около	Gen	2	2.54
часть	за	Ins	2	2.5
отрицание	при	Gen	2	5.97
отрицание	от	Gen	2	2.93
сила	ê	Acc	2	4.0
сила	благодаря	Dat	2	3.94
сила	по	Gen	2	3.79
сила	со	Gen	2	3.74
сила	под	Ins	2	3.53
сила	над	Ins	2	3.34
сила	при	Loc	2	2.62
сила	в	Gen	2	2.48
место	в	Ins	2	3.16
место	со	Ins	2	2.78
операция	посредством	Gen	2	3.59
операция	перед	Ins	2	3.56
операция	про	Acc	2	3.42
операция	на	Gen	2	3.05
итог	вне	Gen	2	5.57
итог	об	Loc	2	4.9
итог	в	Acc	2	1.45
построение	на	Dat	2	4.24
построение	помимо	Gen	2	4.19
построение	в	Ins	2	4.04
построение	об	Loc	2	3.87
построение	от	Gen	2	2.52
лемма	в	Ins	2	4.29
лемма	через	Acc	2	3.67
лемма	у	Gen	2	3.67
символ	посредством	Gen	2	4.32
символ	кроме	Gen	2	4.2
символ	по	Gen	2	4.11
символ	среди	Gen	2	3.96
символ	у	Gen	2	3.57
символ	со	Ins	2	3.47
скобка	по	Gen	2	5.06
скобка	у	Gen	2	4.15
скобка	от	Gen	2	2.81
скобка	по	Dat	2	1.5
скобка	с	Ins	2	1.32
скобка	для	Gen	2	1.2
знак	под	Gen	2	4.2
знак	-	Gen	2	4.12
знак	в	Ins	2	3.98
роль	в	Ins	2	4.6
обозначение	к	Acc	2	4.72
обозначение	перед	Ins	2	4.62
обозначение	кроме	Gen	2	4.54
обозначение	вместо	Gen	2	4.44
обозначение	про	Acc	2	4.35
обозначение	за	Gen	2	4.25
обозначение	среди	Gen	2	4.24
обозначение	после	Gen	2	4.1
обозначение	между	Ins	2	3.53
обозначение	по	Dat	2	1.43
обозначение	на	Loc	2	1.4
конструкция	по	Nom	2	4.96
конструкция	в	Ins	2	4.62
конструкция	согласно	Dat	2	4.48
конструкция	об	Loc	2	4.38
конструкция	относительно	Gen	2	4.22
конструкция	у	Gen	2	3.87
длина	𝑠	Gen	2	2.87
длина	к	Nom	2	2.86
длина	к	Gen	2	2.84
длина	через	Gen	2	2.79
длина	вместо	Gen	2	2.77
длина	у	Gen	2	2.53
длина	за	Acc	2	2.36
член	к	Nom	2	3.13
член	по	Ins	2	3.09
член	за	Ins	2	3.02
член	после	Gen	2	2.89
член	по	Acc	2	2.85
член	через	Acc	2	2.74
член	на	Gen	2	2.71
помощь	с	Acc	2	3.46
принцип	против	Gen	2	4.2
принцип	между	Ins	2	3.33
принцип	до	Gen	2	3.12
схема	вокруг	Gen	2	4.12
схема	под	Ins	2	3.74
модуль	без	Gen	2	3.55
модуль	у	Gen	2	3.51
модуль	о	Loc	2	2.79
модуль	с	Gen	2	2.31
набор	перед	Ins	2	3.67
набор	при	Gen	2	3.6
набор	в	Ins	2	3.58
набор	по	Gen	2	3.56
существование	для	Nom	2	4.85
существование	благодаря	Dat	2	4.77
существование	между	Ins	2	3.58
существование	с	Gen	2	2.44
умножение	за	Gen	2	3.83
умножение	о	Loc	2	2.77
умножение	из	Gen	2	1.03
алгебра	кроме	Gen	2	3.73
алгебра	при	Gen	2	3.7
алгебра	внутри	Gen	2	3.67
алгебра	об	Loc	2	3.55
многочлен	𝜙	Acc	2	3.72
многочлен	𝕃𝑓	Gen	2	3.72
многочлен	𝑚	Gen	2	3.71
многочлен	при	Acc	2	3.71
многочлен	посредством	Gen	2	3.68
многочлен	над	Ins	2	3.15
многочлен	на	Gen	2	3.12
индукция	про	Acc	2	4.29
индукция	в	Acc	2	1.36
произведение	ρ	Gen	2	3.27
произведение	𝜏	Gen	2	3.27
произведение	𝑗	Gen	2	3.27
произведение	при	Acc	2	3.26
произведение	посредством	Gen	2	3.24
произведение	помимо	Gen	2	3.22
произведение	по	Ins	2	3.21
произведение	при	Gen	2	3.16
произведение	за	Ins	2	3.13
произведение	об	Loc	2	3.06
произведение	до	Gen	2	2.57
базис	вместо	Gen	2	4.16
базис	среди	Gen	2	3.99
композиция	между	Nom	2	5.3
композиция	𝕜	Acc	2	5.29
композиция	из	Ins	2	5.22
композиция	посредством	Gen	2	5.19
композиция	в	Nom	2	5.1
композиция	среди	Gen	2	4.58
композиция	под	Ins	2	4.33
композиция	до	Gen	2	3.47
композиция	от	Gen	2	2.75
композиция	на	Loc	2	1.44
композиция	из	Gen	2	1.12
класс	𝑖	Acc	2	2.94
класс	под	Acc	2	2.9
класс	кроме	Gen	2	2.87
класс	при	Loc	2	2.12
предел	с	Loc	2	4.45
предел	о	Acc	2	4.44
предел	без	Gen	2	3.66
предел	с	Gen	2	2.36
предел	по	Dat	2	1.4
константа	за	Acc	2	3.59
момент	c	Acc	2	4.26
момент	со	Ins	2	3.41
выражение	вместо	Acc	2	4.46
выражение	для	Acc	2	4.44
выражение	за	Ins	2	4.17
выражение	под	Ins	2	3.85
выражение	у	Gen	2	3.62
способ	𝑛	Ins	2	2.8
способ	n	Ins	2	2.8
способ	k	Ins	2	2.8
способ	через	Ins	2	2.8
способ	c	Ins	2	2.79
способ	на	Ins	2	2.79
способ	𝑘	Gen	2	2.78
способ	про	Acc	2	2.68
способ	над	Ins	2	2.48
способ	до	Gen	2	2.26
прямоугольник	вне	Gen	2	5.21
прямоугольник	среди	Gen	2	4.66
прямоугольник	со	Ins	2	3.93
прямоугольник	между	Ins	2	3.78
прямоугольник	о	Loc	2	3.11
тип	подобно	Dat	2	3.7
тип	посредством	Gen	2	3.68
тип	при	Gen	2	3.57
тип	внутри	Gen	2	3.55
тип	до	Gen	2	2.83
размер	s	Gen	2	3.95
размер	𝑟	Gen	2	3.94
размер	о	Gen	2	3.93
размер	ввиду	Gen	2	3.92
размер	к	Gen	2	3.89
размер	кроме	Gen	2	3.81
размер	под	Ins	2	3.49
размер	в	Gen	2	2.46
цикл	из	Nom	2	3.66
цикл	х	Gen	2	3.66
цикл	кроме	Gen	2	3.56
цикл	за	Ins	2	3.5
цикл	про	Acc	2	3.46
цикл	под	Ins	2	3.29
цикл	со	Ins	2	3.05
мера	по	Loc	2	3.49
мера	помимо	Gen	2	3.46
мера	на	Nom	2	3.45
мера	c	Gen	2	3.45
мера	в	Ins	2	3.36
мера	об	Loc	2	3.26
мера	без	Gen	2	3.03
мера	при	Loc	2	2.41
множитель	𝑛	Gen	2	4.93
множитель	помимо	Gen	2	4.93
множитель	при	Gen	2	4.73
множитель	по	Gen	2	4.65
множитель	в	Acc	2	1.4
неравенство	-	Gen	2	3.62
неравенство	при	Gen	2	3.54
неравенство	про	Acc	2	3.47
неравенство	об	Loc	2	3.4
неравенство	на	Gen	2	3.09
неравенство	от	Gen	2	2.31
сложность	ввиду	Gen	2	4.01
сложность	по	Ins	2	3.95
сложность	вместо	Gen	2	3.83
сложность	под	Ins	2	3.56
сложность	при	Loc	2	2.63
оценка	помимо	Gen	2	3.7
оценка	по	Ins	2	3.69
оценка	перед	Ins	2	3.68
оценка	вокруг	Gen	2	3.63
оценка	после	Gen	2	3.39
оценка	под	Ins	2	3.35
оценка	у	Gen	2	3.18
оценка	со	Ins	2	3.1
точность	до	Ins	2	4.36
точность	между	Ins	2	3.35
точность	за	Acc	2	3.23
точность	до	Gen	2	3.14
точность	на	Loc	2	1.35
выбор	из	Loc	2	4.11
выбор	для	Loc	2	4.1
выбор	путем	Gen	2	4.09
выбор	c	Ins	2	4.07
выбор	посредством	Gen	2	4.06
выбор	через	Acc	2	3.41
выбор	между	Ins	2	3.22
выбор	в	Acc	2	1.29
бит	𝑥	Ins	2	5.05
бит	𝑡	Gen	2	5.04
бит	𝑠	Gen	2	5.03
бит	около	Gen	2	4.82
бит	со	Gen	2	4.55
бит	среди	Gen	2	4.43
бит	без	Gen	2	3.96
бит	между	Ins	2	3.65
возможность	на	Gen	2	3.61
возможность	между	Ins	2	3.44
дерево	от	Nom	2	3.69
дерево	при	Gen	2	3.56
дерево	за	Ins	2	3.52
дерево	среди	Gen	2	3.42
игра	ради	Gen	2	3.88
игра	посредством	Gen	2	3.85
игра	помимо	Gen	2	3.83
игра	-	Gen	2	3.82
игра	перед	Ins	2	3.81
игра	при	Gen	2	3.73
игра	под	Ins	2	3.45
игра	на	Gen	2	3.23
команда	среди	Gen	2	4.67
команда	под	Ins	2	4.41
команда	через	Acc	2	4.08
команда	до	Gen	2	3.51
команда	о	Loc	2	3.11
команда	при	Loc	2	3.02
команда	от	Gen	2	2.78
действие	на	Dat	2	4.42
действие	из	Ins	2	4.4
действие	про	Acc	2	4.1
действие	без	Gen	2	3.65
действие	со	Ins	2	3.5
вычисление	по	Ins	2	3.71
вычисление	вместо	Gen	2	3.61
вычисление	про	Acc	2	3.56
вычисление	через	Acc	2	3.2
вычисление	между	Ins	2	3.03
путь	+	Gen	2	3.05
путь	под	Acc	2	3.02
путь	п	Gen	2	2.98
путь	вокруг	Gen	2	2.98
путь	под	Ins	2	2.79
путь	по	Acc	2	2.78
путь	без	Gen	2	2.7
путь	за	Acc	2	2.49
конец	𝜓	Ins	2	3.67
конец	c	Ins	2	3.64
конец	c	Gen	2	3.6
конец	за	Gen	2	3.4
конец	через	Acc	2	3.12
конец	на	Gen	2	3.08
цифра	возле	Gen	2	3.65
цифра	о	Gen	2	3.64
цифра	ради	Gen	2	3.64
цифра	из	Ins	2	3.63
цифра	под	Acc	2	3.6
цифра	помимо	Gen	2	3.6
цифра	под	Ins	2	3.27
цифра	за	Acc	2	2.86
преобразование	c	Loc	2	3.94
преобразование	вследствие	Gen	2	3.93
преобразование	путем	Gen	2	3.92
преобразование	к	Gen	2	3.88
преобразование	в	Ins	2	3.76
преобразование	без	Gen	2	3.34
круг	над	Ins	2	3.72
круг	между	Ins	2	3.48
раз	n	Gen	2	3.1
раз	порядок	Gen	2	3.1
раз	около	Gen	2	3.04
раз	через	Acc	2	2.72
раз	от	Gen	2	2.07
ход	против	Gen	2	4.24
ход	кроме	Gen	2	4.19
ход	на	Gen	2	3.51
замечание	вследствие	Gen	2	5.46
замечание	со	Gen	2	4.86
замечание	у	Gen	2	4.1
замечание	на	Loc	2	1.46
переход	об	Loc	2	4.32
переход	от	Gen	2	2.67
корень	𝑚	Gen	2	3.88
корень	𝑓	Gen	2	3.88
корень	с	Acc	2	3.86
корень	под	Acc	2	3.82
движение	из	Ins	2	3.92
движение	к	Gen	2	3.89
движение	-	Gen	2	3.88
движение	кроме	Gen	2	3.82
движение	в	Ins	2	3.77
движение	вместо	Gen	2	3.76
движение	под	Ins	2	3.49
движение	у	Gen	2	3.31
движение	за	Acc	2	3.03
прогрессия	без	Gen	2	4.41
прогрессия	при	Loc	2	3.14
ряд	𝑥	Acc	2	3.26
ряд	вместо	Acc	2	3.26
ряд	в	Dat	2	3.25
ряд	посредством	Gen	2	3.24
ряд	-	Gen	2	3.22
ряд	со	Gen	2	3.1
ряд	за	Gen	2	3.06
ряд	относительно	Gen	2	2.99
ряд	под	Ins	2	2.96
ряд	без	Gen	2	2.86
ограничение	ê	Gen	2	5.05
ограничение	помимо	Gen	2	4.92
ограничение	после	Gen	2	4.27
ограничение	в	Gen	2	2.77
ограничение	в	Acc	2	1.4
вероятность	для	Nom	2	2.27
вероятность	𝑥	Acc	2	2.27
вероятность	при	Nom	2	2.27
вероятность	помимо	Gen	2	2.25
вероятность	c	Gen	2	2.25
вероятность	при	Gen	2	2.22
вероятность	в	Ins	2	2.21
вероятность	по	Gen	2	2.2
вероятность	на	Gen	2	2.02
вероятность	за	Acc	2	1.91
событие	ξ	Gen	2	3.67
событие	за	Ins	2	3.5
событие	без	Gen	2	3.16
событие	при	Loc	2	2.48
пересечение	внутри	Gen	2	4.2
пересечение	на	Gen	2	3.57
отрезок	от	Loc	2	3.98
отрезок	при	Gen	2	3.81
отрезок	в	Ins	2	3.79
отрезок	среди	Gen	2	3.65
край	для	Gen	2	1.22
расстояние	от	Ins	2	4.15
расстояние	на	Nom	2	4.07
расстояние	за	Gen	2	3.79
расстояние	через	Acc	2	3.43
расстояние	между	Ins	2	3.24
расстояние	за	Acc	2	3.13
расстояние	до	Gen	2	3.05
граница	у	Nom	2	4.41
граница	вне	Gen	2	4.3
граница	вместо	Gen	2	4.16
граница	про	Acc	2	4.08
ситуация	о	Gen	2	5.24
ситуация	под	Acc	2	5.11
ситуация	-	Gen	2	5.11
ситуация	про	Acc	2	4.72
ситуация	об	Loc	2	4.58
термин	при	Loc	2	2.86
цепочка	над	Ins	2	4.18
цепочка	с	Gen	2	2.57
пара	𝜑	Loc	2	3.14
пара	𝑛	Gen	2	3.1
пара	в	Nom	2	3.1
пара	против	Gen	2	3.09
пара	под	Ins	2	2.86
глава	в	Nom	2	3.75
глава	над	Ins	2	3.22
аксиома	благодаря	Dat	2	5.26
аксиома	помимо	Gen	2	5.26
жизнь	сквозь	Acc	2	4.44
жизнь	по	Gen	2	4.16
жизнь	после	Gen	2	3.89
речь	к	Dat	2	2.12
количество	к	Acc	2	2.96
количество	помимо	Gen	2	2.94
количество	за	Ins	2	2.87
позиция	к	Gen	2	4.9
позиция	вместо	Gen	2	4.64
позиция	согласно	Dat	2	4.52
позиция	среди	Gen	2	4.41
процесс	вследствие	Gen	2	3.73
процесс	посредством	Gen	2	3.71
процесс	под	Acc	2	3.68
процесс	согласно	Dat	2	3.52
процесс	об	Loc	2	3.46
процесс	среди	Gen	2	3.46
процесс	у	Gen	2	3.18
цепь	про	Loc	2	5.59
цепь	среди	Gen	2	4.76
цепь	у	Gen	2	4.14
цепь	от	Gen	2	2.8
объединение	для	Dat	2	5.07
объединение	путем	Gen	2	5.03
объединение	под	Ins	2	4.22
объединение	через	Acc	2	3.92
объединение	о	Loc	2	3.03
объединение	от	Gen	2	2.71
противоречие	в	Gen	2	2.95
